"source_path","file_name","extension","title_guess","knowledge_category","value_level","timeliness","processing_action"
"数据库部分材料/数据库部分材料/模板/近5年学院学生竞赛、论文情况/20—23年大创竞赛/3.2.1.22020年医药管理学院本科学生参加学科竞赛、大学生科创大赛获奖(1).doc","3.2.1.22020年医药管理学院本科学生参加学科竞赛、大学生科创大赛获奖(1).doc",".doc","3.2.1.22020年医药管理学院本科学生参加学科竞赛、大学生科创大赛获奖(1)","竞赛与第二课堂","C","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/模板/近5年学院学生竞赛、论文情况/20—23年大创竞赛/3.2.1.32020年医药管理学院大学生创新创业训练项目、学生科研课题立项(1).doc","3.2.1.32020年医药管理学院大学生创新创业训练项目、学生科研课题立项(1).doc",".doc","3.2.1.32020年医药管理学院大学生创新创业训练项目、学生科研课题立项(1)","竞赛与第二课堂","C","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/模板/近5年学院学生竞赛、论文情况/20—23年大创竞赛/3.2.1.52021年医药管理学院本科学生参加学科竞赛、大学生科创大赛获奖(1).doc","3.2.1.52021年医药管理学院本科学生参加学科竞赛、大学生科创大赛获奖(1).doc",".doc","3.2.1.52021年医药管理学院本科学生参加学科竞赛、大学生科创大赛获奖(1)","竞赛与第二课堂","C","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/模板/近5年学院学生竞赛、论文情况/20—23年大创竞赛/3.2.1.62021年医药管理学院大学生创新创业训练项目、学生科研课题立项(1).doc","3.2.1.62021年医药管理学院大学生创新创业训练项目、学生科研课题立项(1).doc",".doc","3.2.1.62021年医药管理学院大学生创新创业训练项目、学生科研课题立项(1)","竞赛与第二课堂","C","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/模板/近5年学院学生竞赛、论文情况/20—23年大创竞赛/大创培训.docx","大创培训.docx",".docx","大创培训","竞赛与第二课堂","C","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/2025届就业活动开展情况.doc","2025届就业活动开展情况.doc",".doc","2025届就业活动开展情况","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/2025年大学生志愿服务西部计划入选名单(公示).pdf","2025年大学生志愿服务西部计划入选名单(公示).pdf",".pdf","2025年大学生志愿服务西部计划入选名单(公示)","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/毕业生登记表.docx","毕业生登记表.docx",".docx","毕业生登记表","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/档案去向核对/档案转递/高校毕业生档案转递单功能操作手册.docx","高校毕业生档案转递单功能操作手册.docx",".docx","高校毕业生档案转递单功能操作手册","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/档案去向核对/山东省人力资源和社会保障厅山东省教育厅关于做好2025届高校毕业生去向登记和就业数据监测工作的通知.pdf","山东省人力资源和社会保障厅山东省教育厅关于做好2025届高校毕业生去向登记和就业数据监测工作的通知.pdf",".pdf","山东省人力资源和社会保障厅山东省教育厅关于做好2025届高校毕业生去向登记和就业数据监测工作的通知","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知.docx","关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知.docx",".docx","关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知.docx","关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知.docx",".docx","关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于开展校（院）2025年毕业生就业政策宣传月活动的通知.docx","关于开展校（院）2025年毕业生就业政策宣传月活动的通知.docx",".docx","关于开展校（院）2025年毕业生就业政策宣传月活动的通知","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/优秀学生典型（胡冰涛、刘琳杰）/医药管理学院+胡冰涛.docx","医药管理学院+胡冰涛.docx",".docx","医药管理学院+胡冰涛","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/针对2024届毕业生就业举措(1).doc","针对2024届毕业生就业举措(1).doc",".doc","针对2024届毕业生就业举措(1)","就业与毕业","D","过期","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/征兵政策/毕业生应征入伍政策解读.pdf2.pdf","毕业生应征入伍政策解读.pdf2.pdf",".pdf","毕业生应征入伍政策解读.pdf2","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级毕业生团关系转出/团员组织关系介绍信参考模板.doc","团员组织关系介绍信参考模板.doc",".doc","团员组织关系介绍信参考模板","就业与毕业","B","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级毕业生团关系转出/智慧团建团支部转出步骤.docx","智慧团建团支部转出步骤.docx",".docx","智慧团建团支部转出步骤","就业与毕业","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/模板/出国留学英文证明模板终稿/9在读或预毕业证明中英文模板（外合部）.docx","9在读或预毕业证明中英文模板（外合部）.docx",".docx","9在读或预毕业证明中英文模板（外合部）","就业与毕业","B","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级新生入学教育总结验收表.docx","2025级新生入学教育总结验收表.docx",".docx","2025级新生入学教育总结验收表","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年学籍注册/附件2：XX学院2025-2026学年普通本科生在校情况报告.doc","附件2：XX学院2025-2026学年普通本科生在校情况报告.doc",".doc","附件2：XX学院2025-2026学年普通本科生在校情况报告","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年学籍注册/附件3：XX学院2025级新生学籍注册报告.doc","附件3：XX学院2025级新生学籍注册报告.doc",".doc","附件3：XX学院2025级新生学籍注册报告","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年学籍注册/附件4：2025级新生学籍注册错误信息汇总报告(3).doc","附件4：2025级新生学籍注册错误信息汇总报告(3).doc",".doc","附件4：2025级新生学籍注册错误信息汇总报告(3)","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年学籍注册/附件4：2025级新生学籍注册错误信息汇总报告.doc","附件4：2025级新生学籍注册错误信息汇总报告.doc",".doc","附件4：2025级新生学籍注册错误信息汇总报告","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年学籍注册/附件6：XX学院2025年秋辅修学位信息反馈报告.doc","附件6：XX学院2025年秋辅修学位信息反馈报告.doc",".doc","附件6：XX学院2025年秋辅修学位信息反馈报告","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年学籍注册/附件7：学籍档案卡1.docx","附件7：学籍档案卡1.docx",".docx","附件7：学籍档案卡1","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/9.10 2025级新生入学资格复查/附件4入学资格审查和录取资格复查登记表（纸质版已收齐 备案）.docx","附件4入学资格审查和录取资格复查登记表（纸质版已收齐 备案）.docx",".docx","附件4入学资格审查和录取资格复查登记表（纸质版已收齐 备案）","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/9.10 2025级新生入学资格复查/医药管理学院2025级新生入学资格审查和录取资格复查资料.pdf","医药管理学院2025级新生入学资格审查和录取资格复查资料.pdf",".pdf","医药管理学院2025级新生入学资格审查和录取资格复查资料","入学与学籍","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年秋季学期泰安校区2024级、2025级学生体质健康测试通知材料/附件2：免予执行《国家学生体质健康标准》申请表.docx","附件2：免予执行《国家学生体质健康标准》申请表.docx",".docx","附件2：免予执行《国家学生体质健康标准》申请表","事务申请与审批","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/9.3 校(院)大型活动审批报备-A4-竖版 (5).pdf","9.3 校(院)大型活动审批报备-A4-竖版 (5).pdf",".pdf","9.3 校(院)大型活动审批报备-A4-竖版 (5)","事务申请与审批","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/HRU大赛2025/外媒采访报备.docx","外媒采访报备.docx",".docx","外媒采访报备","事务申请与审批","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/模板/入党申请书撰写说明.doc","入党申请书撰写说明.doc",".doc","入党申请书撰写说明","事务申请与审批","B","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/模板/入团申请书的要求.docx","入团申请书的要求.docx",".docx","入团申请书的要求","事务申请与审批","B","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/2.【辅导员】中国大学生心理健康测评系统操作手册.pdf","2.【辅导员】中国大学生心理健康测评系统操作手册.pdf",".pdf","2.【辅导员】中国大学生心理健康测评系统操作手册","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/2025山东第一医科大学重点关注学生台账封皮及目录（样表）.docx","2025山东第一医科大学重点关注学生台账封皮及目录（样表）.docx",".docx","2025山东第一医科大学重点关注学生台账封皮及目录（样表）","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/5.心理测评各环节注意事项.pdf","5.心理测评各环节注意事项.pdf",".pdf","5.心理测评各环节注意事项","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/6.学生测评登录入口.pdf","6.学生测评登录入口.pdf",".pdf","6.学生测评登录入口","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/7.学生心理筛查后关注对象约谈提纲(参考).doc","7.学生心理筛查后关注对象约谈提纲(参考).doc",".doc","7.学生心理筛查后关注对象约谈提纲(参考)","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/8.学生心理普查约谈记录表（学院用表）.doc","8.学生心理普查约谈记录表（学院用表）.doc",".doc","8.学生心理普查约谈记录表（学院用表）","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/校（院）山东省大学生心理学应用技能大赛初赛结果统计(医药管理学院1个).docx","校（院）山东省大学生心理学应用技能大赛初赛结果统计(医药管理学院1个).docx",".docx","校（院）山东省大学生心理学应用技能大赛初赛结果统计(医药管理学院1个)","心理与测评","B","阶段性","可转知识"
"数据库部分材料/数据库部分材料/模板/医药管理学院2025-2026学年学生综合素质测评办法（暂行）.docx","医药管理学院2025-2026学年学生综合素质测评办法（暂行）.docx",".docx","医药管理学院2025-2026学年学生综合素质测评办法（暂行）","心理与测评","B","待确认","提炼规则后入库"
"数据库部分材料/数据库部分材料/模板/学生考试结束申请留校住宿家长知情同意书.docx","学生考试结束申请留校住宿家长知情同意书.docx",".docx","学生考试结束申请留校住宿家长知情同意书","证件与校园服务","B","待确认","提炼规则后入库"
